,id,university,major,degree,season,decision,decision_method,decision_date,decision_timestamp,gpa,gre_verbal,gre_quant,gre_writing,new_gre,gre_subject,status,post_data,post_timestamp,comments,uni_faculty,uni_pub
14199,14199,"Washington University, St. Louis (WUSTL)",CS,PhD,F12,Accepted,Website,2-Oct-12,1328850000,,,,,,,American,5/3/12,1330923600,"Some undergrad research, one publication. Notification email sent, results posted in online application (grrr).",24,2.1
14200,14200,Rice University,CS,PhD,F12,Accepted,E-mail,14-02-2012,1329195600,,,,,,,American,5/3/12,1330923600,"Some undergrad research, one publication.",19,2.8
14201,14201,Carnegie Mellon University (CMU),CS,PhD,F12,Rejected,E-mail,3-Apr-12,1330837200,,,,,,,International with US Degree,4/3/12,1330837200,,152,18.1
14202,14202,North Caroline State University (NCSU),CS,PhD,F12,Accepted,Website,14-02-2012,1329195600,,,,,,,International,4/3/12,1330837200,"log on outside ""China-net"" for the first time only to submit my application status XDXD",30,2.3
14203,14203,Carnegie Mellon University (CMU),HCI,MS,F12,Accepted,E-mail,3-Mar-12,1330750800,3.71,164,166,5,False,,International,4/3/12,1330837200,Both Pittsburgh and Madeira programs...,152,18.1
14204,14204,Stanford University,ECE,PhD,F12,Rejected,E-mail,3-Apr-12,1330837200,,165,163,3.5,False,,International,4/3/12,1330837200,"Expected.. 5 years work experience, no research experience or publications.",57,11.5
14205,14205,"University Of Colorado, Boulder",ECE,PhD,F12,Accepted,E-mail,3-Mar-12,1330750800,,149,157,3.5,False,,International,4/3/12,1330837200,Informed by POI,47,3
14206,14206,Stanford University,ECE,PhD,F12,Rejected,E-mail,3-Apr-12,1330837200,3.64,170,154,4,False,,International,4/3/12,1330837200,"many first author publications (1st author @ if=4, if=3, coauthor @ if=4 *2). anyway, stanford is a not place for ece, my last choice too.",57,11.5
14207,14207,University Of Arizona,ECE,PhD,F12,Accepted,Website,3-Apr-12,1330837200,,,,,,,International,4/3/12,1330837200,,19,1.6
14208,14208,Stanford University,ECE,PhD,F12,Rejected,E-mail,3-Mar-12,1330750800,,,,,,,American,4/3/12,1330837200,It was the last on my list so no big deal,57,11.5
14209,14209,"University Of California, Davis (UCD)",CS,MS,F12,Accepted,E-mail,3-Feb-12,1330664400,,,,,,,International,4/3/12,1330837200,1st AD. Still waiting for 16 schools' results. Bless!!,28,2.9
14210,14210,"University Of California, San Diego (UCSD)",CS,MS,F12,Accepted,E-mail,3-Apr-12,1330837200,,,,,,,International,4/3/12,1330837200,,53,6.9
14212,14212,Stanford University,ECE,PhD,F12,Rejected,E-mail,3-Apr-12,1330837200,,,,,,,International,4/3/12,1330837200,"Wo Le Ge Ca, Stanford's loss!",57,11.5
14214,14214,Stanford University,ECE,PhD,F12,Rejected,E-mail,3-Mar-12,1330750800,3.64,158,164,3.5,True,,International with US Degree,3/3/12,1330750800,hm.,57,11.5
14215,14215,Stanford University,ECE,MS,F12,Rejected,E-mail,3-Mar-12,1330750800,,,,,,,International,3/3/12,1330750800,as expected...,57,11.5
14216,14216,Stanford University,ECE,PhD,F12,Rejected,E-mail,3-Mar-12,1330750800,,,,,,,International with US Degree,3/3/12,1330750800,,57,11.5
14217,14217,Stanford University,ECE,MS,F12,Rejected,E-mail,3-Mar-12,1330750800,,,,,,,International with US Degree,3/3/12,1330750800,Expecting it.,57,11.5
14218,14218,Stanford University,ECE,MS,F12,Rejected,E-mail,3-Mar-12,1330750800,,,,,,,International with US Degree,3/3/12,1330750800,"no surprise, good luck everyone.",57,11.5
14219,14219,Stanford University,ECE,PhD,F12,Rejected,E-mail,3-Mar-12,1330750800,,,,,,,International,3/3/12,1330750800,I hate you now.,57,11.5
14221,14221,Purdue University,ECE,MS,F12,Accepted,E-mail,28-02-2012,1330405200,,,,,,,International,3/3/12,1330750800,"Applied to the PhD program, offered the Masters instead.",53,4.8
14222,14222,Stanford University,ECE,PhD,F12,Rejected,E-mail,3-Mar-12,1330750800,,,,,,,International with US Degree,3/3/12,1330750800,,57,11.5
14223,14223,Harvard University,ECE,PhD,F12,Rejected,Website,3-Mar-12,1330750800,3.77,164,164,3,False,,International with US Degree,3/3/12,1330750800,,29,4.2
14224,14224,North Caroline State University (NCSU),CS,PhD,F12,Accepted,Website,3-Jan-12,1330578000,3.58,153,170,3.5,True,,International,3/3/12,1330750800,,30,2.3
14225,14225,Carnegie Mellon University (CMU),HCI,MS,F12,Rejected,E-mail,3-Feb-12,1330664400,,,,,,,International,3/3/12,1330750800,,152,18.1
14226,14226,Stanford University,ECE,PhD,F12,Rejected,E-mail,3-Mar-12,1330750800,3.85,142,165,3,True,,International,3/3/12,1330750800,,57,11.5
14227,14227,Stanford University,ECE,PhD,F12,Rejected,E-mail,3-Mar-12,1330750800,,,,,,,International with US Degree,3/3/12,1330750800,,57,11.5
14228,14228,Carnegie Mellon University (CMU),HCI,MS,F12,Accepted,E-mail,3-Mar-12,1330750800,,,,,,,International,3/3/12,1330750800,,152,18.1
14231,14231,"University Of California, Davis (UCD)",CS,MS,F12,Accepted,E-mail,1-Mar-12,1325566800,4,156,166,3,False,,International,3/3/12,1330750800,,28,2.9
14232,14232,Rensselaer Polytechnic Institute (RPI),CS,MS,F12,Rejected,E-mail,3-Mar-12,1330750800,3.89,152,160,4,True,,International,3/3/12,1330750800,"My 3rd Reject. Purdue, CMU-MSCS and RPI :(",13,1.8
14233,14233,North Caroline State University (NCSU),ECE,MS,F12,Accepted,E-mail,2-Oct-12,1328850000,,,,,,,International,3/3/12,1330750800,,30,2.3
14234,14234,"University Of California, Irvine (UCI)",CS,PhD,F12,Accepted,E-mail,3-Jan-12,1330578000,,,,,,,International,3/3/12,1330750800,Unofficial offer by faculty member.,55,4.3
14238,14238,Carnegie Mellon University (CMU),HCI,MS,F12,Accepted,E-mail,3-Mar-12,1330750800,,162,164,4,False,,International,3/3/12,1330750800,both mhci at cmu and madeira program,152,18.1
14239,14239,Carnegie Mellon University (CMU),HCI,MS,F12,Accepted,E-mail,3-Mar-12,1330750800,,,,,,,International,3/3/12,1330750800,,152,18.1
14240,14240,Boston University (BU),CS,PhD,F12,Accepted,E-mail,3-Mar-12,1330750800,,,,,,,International,3/3/12,1330750800,from POI,22,2.5
14241,14241,Arizona State University (ASU),CS,MS,F12,Accepted,E-mail,3-Jan-12,1330578000,4,170,151,3.5,False,,International,3/3/12,1330750800,,26,2.3
14242,14242,Pennsylvania State University (Penn State),CS,MS,F12,Rejected,E-mail,29-02-2012,1330491600,,,,,,,International,3/3/12,1330750800,rejected. But I was told I can still apply MS in CS at Penn State Harrisburg. Feel terrible~~~~(>_,33,3.4
14244,14244,University Of Virginia (UVA),ECE,MS,F12,Accepted,Website,3-Jan-12,1330578000,,,,,,,International,3/3/12,1330750800,My Only Application and got Accepted.Great!!,21,2.4
14245,14245,Carnegie Mellon University (CMU),HCI,MS,F12,Accepted,E-mail,3-Feb-12,1330664400,,,,,,,American,3/3/12,1330750800,Accepted into both the MHCI and the Dual Degree Madiera MHCI program.,152,18.1
14246,14246,Kansas State University,CS,PhD,F12,Accepted,E-mail,23-02-2012,1329973200,3.85,150,165,3.5,True,,International,3/3/12,1330750800,My first result.,6,1.2
14247,14247,Carnegie Mellon University (CMU),HCI,MS,F12,Accepted,E-mail,3-Feb-12,1330664400,3.4,,,,,,American,3/3/12,1330750800,,152,18.1
14248,14248,"University Of California, Davis (UCD)",CS,MS,F12,Accepted,E-mail,3-Feb-12,1330664400,,,,,,,American,2/3/12,1330664400,,28,2.9
14249,14249,Carnegie Mellon University (CMU),HCI,MS,F12,Accepted,E-mail,3-Feb-12,1330664400,,,,,,,American,2/3/12,1330664400,,152,18.1
14250,14250,"Ohio State University, Columbus (OSU)",ECE,MS,F12,Accepted,Website,3-Feb-12,1330664400,,,,,,,American,2/3/12,1330664400,,35,3.4
14251,14251,University Of South Carolina,CS,PhD,F12,Accepted,E-mail,3-Feb-12,1330664400,3.7,156,166,3,False,,International,2/3/12,1330664400,First admitted without funding.And now TA without waiver but with scolarship to cover tuition. My first funded one. The South was right!,12,1.4
14254,14254,University Of Southern California (USC),CS,MS,F12,Accepted,E-mail,3-Feb-12,1330664400,,,,,,,International with US Degree,2/3/12,1330664400,haven't heard any information about funding. Do they provide funding to master students in general?,50,5.7
14255,14255,Northeastern University,ECE,PhD,F12,Rejected,E-mail,3-Feb-12,1330664400,3.41,149,166,3,True,,International,2/3/12,1330664400,,55,4.7
14256,14256,"Texas A&M University, College Station (TAMU)",ECE,PhD,F12,Accepted,E-mail,26-01-2012,1327554000,3.35,140,170,3.5,True,,International,2/3/12,1330664400,"RA , 1700$/month",38,3.1
14257,14257,Arizona State University (ASU),ECE,MS,F12,Accepted,E-mail,16-02-2012,1329368400,3.35,140,170,3.5,True,,International,2/3/12,1330664400,applied to phd but accepted in mse,26,2.3
14258,14258,"University Of Massachusetts, Amherst (UMass)",ECE,PhD,F12,Rejected,Website,3-Feb-12,1330664400,3.35,140,170,3.5,True,,International,2/3/12,1330664400,,50,4.7
14259,14259,"University Of California, San Diego (UCSD)",ECE,PhD,F12,Accepted,E-mail,29-02-2012,1330491600,3.35,140,170,3.5,True,,International,2/3/12,1330664400,no fellowship,53,6.9
14260,14260,Vanderbilt University,CS,PhD,F12,Accepted,E-mail,2-Oct-12,1328850000,,,,,,,,2/3/12,1330664400,,15,1.5
14261,14261,Purdue University,ECE,PhD,F12,Rejected,E-mail,29-02-2012,1330491600,,,,,,,International,2/3/12,1330664400,Sad,53,4.8
14263,14263,"University Of Illinois, Chicago (UIC)",ECE,MS,F12,Accepted,E-mail,3-Feb-12,1330664400,,,,,,,International,2/3/12,1330664400,,33,2.8
14264,14264,Carnegie Mellon University (CMU),HCI,MS,F12,Rejected,E-mail,3-Feb-12,1330664400,,,,,,,International,2/3/12,1330664400,,152,18.1
14265,14265,Michigan State University (MSU),ECE,PhD,F12,Accepted,E-mail,3-Feb-12,1330664400,,,,,,,International,2/3/12,1330664400,GRA,19,1.9
14267,14267,North Caroline State University (NCSU),CS,PhD,F12,Accepted,E-mail,3-Jan-12,1330578000,3.5,165,166,3,False,,International,2/3/12,1330664400,"Decisions about financial aid are made by the department separately from, and after, admission decisions. We expect to make decisions about financial aid starting the first week of March, and continuing for several weeks thereafter.",30,2.3
14268,14268,"University Of Michigan, Ann Arbor (UMich)",HCI,MS,F12,Accepted,E-mail,16-02-2012,1329368400,,,,,,,American,2/3/12,1330664400,Funding decisions come along first week in March... :/ !,63,8.6
14269,14269,University Of Southern California (USC),CS,PhD,F12,Accepted,E-mail,3-Jan-12,1330578000,,,,,,,International,2/3/12,1330664400,Fellowship,50,5.7
14270,14270,University Of Southern California (USC),CS,PhD,F12,Accepted,E-mail,3-Feb-12,1330664400,,,,,,,International,2/3/12,1330664400,"Finally my offer comes, relieved",50,5.7
14272,14272,University Of Southern California (USC),CS,PhD,F12,Accepted,E-mail,22-02-2012,1329886800,,,,,,,International,2/3/12,1330664400,not mentioned about funding,50,5.7
14273,14273,Boston University (BU),CS,PhD,F12,Accepted,E-mail,29-02-2012,1330491600,,,,,,,International,2/3/12,1330664400,1st Offer!! Informal email from POI after interview. 2 international publications and more than one year research experience.,22,2.5
14274,14274,University Of Virginia (UVA),CS,PhD,F12,Accepted,E-mail,3-Jan-12,1330578000,,,,,,,International,2/3/12,1330664400,,21,2.4
14275,14275,University Of Miami,CS,PhD,F12,Rejected,Postal Service,20-02-2012,1329714000,,139,168,3.5,True,,International,2/3/12,1330664400,TOEFL: 93,,
14279,14279,University Of Virginia (UVA),CS,PhD,F12,Accepted,E-mail,3-Feb-12,1330664400,,,,,,,International,2/3/12,1330664400,,21,2.4
14280,14280,Iowa State University (ISU),CS,PhD,F12,Rejected,E-mail,3-Feb-12,1330664400,,,,,,,International,2/3/12,1330664400,,15,1.5
14281,14281,"University Of Maryland, College Park (UMD)",CS,PhD,F12,Rejected,Website,3-Jan-12,1330578000,,,,,,,International,2/3/12,1330664400,so sad!,52,6.4
14285,14285,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F12,Accepted,Website,29-02-2012,1330491600,,,,,,,American,2/3/12,1330664400,"received unofficial email from department few weeks ago, but received official decision from UIUC website today.",83,9.9
14286,14286,Rice University,CS,MS,F12,Accepted,E-mail,3-Jan-12,1330578000,,,,,,,American,2/3/12,1330664400,"unofficial email from the department, official letter will come via US Postal soon.",19,2.8
14287,14287,Purdue University,CS,PhD,F12,Rejected,E-mail,20-02-2012,1329714000,3.1,162,166,4,False,,International with US Degree,2/3/12,1330664400,m.s. gpa (3.75) Case Western Reserve University,53,4.8
14288,14288,Princeton University,CS,PhD,F12,Rejected,E-mail,20-02-2012,1329714000,3.1,163,166,4,False,,International with US Degree,2/3/12,1330664400,ms. gpa from case western 3.75,51,5.3
14289,14289,University Of Pennsylvania (UPenn),CS,PhD,F12,Rejected,E-mail,20-02-2012,1329714000,3.1,163,166,4,False,,International with US Degree,2/3/12,1330664400,ms gpa 3.75 from case western reserve uni.,46,5.6
14291,14291,"University Of Michigan, Ann Arbor (UMich)",HCI,MS,F12,Accepted,E-mail,3-Feb-12,1330664400,,,,,,,International with US Degree,2/3/12,1330664400,,63,8.6
14293,14293,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F12,Accepted,E-mail,3-Jan-12,1330578000,3.3,158,165,6,True,,American,1/3/12,1330578000,,83,9.9
14294,14294,Boston University (BU),CS,PhD,F12,Accepted,E-mail,3-Jan-12,1330578000,,,,,,,International,1/3/12,1330578000,Informal acceptance from POI !,,
14299,14299,North Caroline State University (NCSU),CS,PhD,F12,Accepted,Website,19-02-2012,1329627600,3.5,167,153,4,True,,American,1/3/12,1330578000,"No email received yet, just happened to check the website and saw the decision.M.S. in CS. 4 years research experience. 2 publications.",30,2.3
14300,14300,Carnegie Mellon University (CMU),CS,MS,F12,Accepted,E-mail,2-Sep-12,1328763600,3.75,168,166,5,False,,International,1/3/12,1330578000,,152,18.1
14301,14301,Purdue University,ECE,PhD,F12,Accepted,E-mail,27-02-2012,1330318800,,,,,,,International,1/3/12,1330578000,"BS GPA: 3.40, MS GPA: 3.85,3 IEEE conference papers,Strong LoRs,from University of Tehran.",53,4.8
14303,14303,"University Of Texas, Dallas (UT Dallas)",CS,MS,F12,Accepted,E-mail,3-Jan-12,1330578000,3.5,160,150,3,True,,International,1/3/12,1330578000,Waiting for other Results......,34,2.3
14304,14304,"University Of Maryland, College Park (UMD)",CS,PhD,F12,Rejected,Website,3-Jan-12,1330578000,,,,,,,International,1/3/12,1330578000,"GRE 1500, Q800 V700 1 IEEE,first author",52,6.4
14305,14305,"University Of Maryland, College Park (UMD)",CS,PhD,F12,Rejected,E-mail,3-Jan-12,1330578000,,,,,,,International with US Degree,1/3/12,1330578000,"Notified by E-mail, which link to website",52,6.4
14306,14306,Iowa State University (ISU),CS,PhD,F12,Accepted,E-mail,3-Jan-12,1330578000,,,,,,,International,1/3/12,1330578000,No funding information is mentioned. Contacting professor for funding..,15,1.5
14307,14307,North Caroline State University (NCSU),CS,PhD,F12,Accepted,E-mail,3-Jan-12,1330578000,,,,,,,American,1/3/12,1330578000,Checked the app website last night and saw that I was accepted on Feb. 19. Then I received an email this morning.,30,2.3
14308,14308,"University Of Maryland, College Park (UMD)",CS,MS,F12,Rejected,Website,3-Jan-12,1330578000,,,,,,,American,1/3/12,1330578000,Notified by email to check the website. rejection++ :(,52,6.4
14309,14309,"University Of Maryland, College Park (UMD)",CS,PhD,F12,Rejected,E-mail,3-Jan-12,1330578000,,,,,,,International,1/3/12,1330578000,till now no offer :(,52,6.4
14310,14310,"University Of Maryland, College Park (UMD)",CS,PhD,F12,Rejected,Website,3-Jan-12,1330578000,,,,,,,International,1/3/12,1330578000,,52,6.4
14311,14311,"University Of Maryland, College Park (UMD)",CS,PhD,F12,Rejected,E-mail,3-Jan-12,1330578000,,,,,,,International with US Degree,1/3/12,1330578000,,52,6.4
14312,14312,"University Of Maryland, College Park (UMD)",CS,PhD,F12,Rejected,E-mail,3-Jan-12,1330578000,,,,,,,International with US Degree,1/3/12,1330578000,,52,6.4
14313,14313,Georgia Institute Of Technology (GTech),ECE,MS,F12,Accepted,E-mail,29-02-2012,1330491600,3.9,,,,,,International,1/3/12,1330578000,telecommunications,73,6.7
14314,14314,"University Of California, Santa Barbara (UCSB)",ECE,PhD,F12,Rejected,Website,3-Jan-12,1330578000,,,,,,,International,1/3/12,1330578000,Incomplete application by the deadline! :@,25,3.5
14315,14315,Princeton University,ECE,PhD,F12,Rejected,E-mail,22-02-2012,1329886800,,,,,,,International,1/3/12,1330578000,,51,5.3
14318,14318,"University Of Illinois, Chicago (UIC)",ECE,PhD,F12,Accepted,Website,27-02-2012,1330318800,3.8,154,166,3,False,,International,1/3/12,1330578000,Checked on OAR portal. No news of financial aid. I applied very late,33,2.8
14319,14319,"University Of California, Santa Barbara (UCSB)",CS,MS,F12,Accepted,E-mail,3-Jan-12,1330578000,,,,,,,International,1/3/12,1330578000,It's my 1st AD!!!!1 :) It gives me hope since I am not a CS undergrad...,25,3.5
14320,14320,University Of Pennsylvania (UPenn),ECE,MS,F12,Accepted,Website,29-02-2012,1330491600,3.28,159,164,3.5,False,,American,1/3/12,1330578000,Got a good internship. couple of good research projects.,46,5.6
14322,14322,"University Of California, Santa Barbara (UCSB)",ECE,PhD,F12,Accepted,E-mail,29-02-2012,1330491600,4,170,156,3,False,,International with US Degree,1/3/12,1330578000,I apply direct Ph.D after B.S. no funding yet.,25,3.5
14323,14323,"Indiana University, Bloomington",CS,PhD,F12,Accepted,E-mail,28-02-2012,1330405200,3.3,155,166,3.5,False,,International,1/3/12,1330578000,,42,2.6
14324,14324,North Caroline State University (NCSU),CS,PhD,F12,Rejected,Website,29-02-2012,1330491600,,,,,,,International,1/3/12,1330578000,,30,2.3
14325,14325,Georgia Institute Of Technology (GTech),ECE,MS,F12,Accepted,Website,24-02-2012,1330059600,3.54,158,161,4,False,,,1/3/12,1330578000,1st admit... no funding,73,6.7
14326,14326,"University Of California, Santa Barbara (UCSB)",CS,MS,F12,Accepted,E-mail,29-02-2012,1330491600,3.83,152,166,3.5,False,,International,1/3/12,1330578000,5 publications in intl conferences,25,3.5
14327,14327,Purdue University,CS,PhD,F12,Accepted,E-mail,3-Jan-12,1330578000,4,161,166,5,False,,International,1/3/12,1330578000,The decision regarding your admission to the Purdue University Graduate School is now available online. Please log into the Purdue University Graduate School online application system and click on the decision link.,53,4.8
